Role,RoleDescription,CapabilityId,CapName,CapabilitiyGroupName,ComponentName
Data Remediation: Issue Administration,"Provides functionality related to administrative activities for all data remediation packages, items, and issues.",ViewApplication,View Application,Operation,Data Remediation
Data Remediation: Issue Management,"Provides functionality related to interacting with data remediation packages, items, and issues.",ViewApplication,View Application,Operation,Data Remediation
Data Remediation: Issue Management,"Provides functionality related to interacting with data remediation packages, items, and issues.",IssueManagement,Manage Issues,Process Management,Data Remediation
Data Remediation: Issue View,"Provides functionality related to viewing data remediation packages, items, and issues.",ViewApplication,View Application,Operation,Data Remediation
EFILE_TRANSMITTER,Users who can work with and transmit EFiles.,Add Attachment To Report,Add Attachment To Report,Report,Ent Case Mgmt Mid-Tier 6.3
EFILE_TRANSMITTER,Users who can work with and transmit EFiles.,View ECM Hub Link,View ECM Hub Link,Visual Analytics,Ent Case Mgmt Mid-Tier 6.3
EFILE_TRANSMITTER,Users who can work with and transmit EFiles.,Add Comment To Any EFile,Add Comment To EFile,EFile,Ent Case Mgmt Mid-Tier 6.3
EFILE_TRANSMITTER,Users who can work with and transmit EFiles.,Delete My Report Comment,Delete My Report Comment,Report,Ent Case Mgmt Mid-Tier 6.3
EFILE_TRANSMITTER,Users who can work with and transmit EFiles.,Search Reports,Search Reports,Report,Ent Case Mgmt Mid-Tier 6.3
EFILE_TRANSMITTER,Users who can work with and transmit EFiles.,Add Attachment To EFile,Add Attachment To EFile,EFile,Ent Case Mgmt Mid-Tier 6.3
EFILE_TRANSMITTER,Users who can work with and transmit EFiles.,Delete Any EFile Attachment,Delete Any EFile Attachment,EFile,Ent Case Mgmt Mid-Tier 6.3
EFILE_TRANSMITTER,Users who can work with and transmit EFiles.,Subscribe to Any Report,Subscribe to Any Report,Report,Ent Case Mgmt Mid-Tier 6.3
EFILE_TRANSMITTER,Users who can work with and transmit EFiles.,Subscribe to Any EFile,Subscribe to Any EFile,EFile,Ent Case Mgmt Mid-Tier 6.3
EFILE_TRANSMITTER,Users who can work with and transmit EFiles.,Delete My EFile Comment,Delete My EFile Comment,EFile,Ent Case Mgmt Mid-Tier 6.3
EFILE_TRANSMITTER,Users who can work with and transmit EFiles.,Edit EFile,Edit EFile,EFile,Ent Case Mgmt Mid-Tier 6.3
EFILE_TRANSMITTER,Users who can work with and transmit EFiles.,Add Comment To Any Report,Add Comment To Report,Report,Ent Case Mgmt Mid-Tier 6.3
EFILE_TRANSMITTER,Users who can work with and transmit EFiles.,Create EFile,Create EFile,EFile,Ent Case Mgmt Mid-Tier 6.3
EFILE_TRANSMITTER,Users who can work with and transmit EFiles.,Search EFiles,Search EFiles,EFile,Ent Case Mgmt Mid-Tier 6.3
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ModifyMetadataAuthorization,Modify Metadata Authorization,Options,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,8675c61b-e816-48e0-96d1-667668217d98,Nonparametric One-Way ANOVA,ANOVA,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,2dfe3e4d-3a20-4fce-8bc0-6d3e623eea8e,Mixed Models,ANOVA,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,3e8b2599-4e09-4023-a484-87d42158cfa5,Linear Models,ANOVA,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,95970fbc-2b0d-4c43-8024-8c2b824a942b,Scatter Plot Matrix,Graph,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,80a6a3dd-79a7-489a-84c9-c37d669a2920,Bar-Line Chart,Graph,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,addf2362-59e8-4224-84b3-a2f4117853fe,Donut Chart,Graph,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,db2921c2-7f95-435f-a99b-d7e1ca852686,Box Plot,Graph,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,c3e9d551-8070-404e-9dc7-8ef7b4baf629,List Report Wizard,Describe,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,c84628c5-7890-4faf-b9b8-79abf1b6a901,Transpose,Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,4cb361c6-1bbb-425e-87a5-7392673aebb9,"Recency, Frequency, and Monetary Analysis",Data Mining,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,fb3a7d22-984f-462b-a759-a95e4dd64267,np Chart,Control Charts,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,fcfb3730-ec89-49bd-98ae-e13e9208cb55,Life Tables,Survival Analysis,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,SendToJMP,Send SAS content to JMP,Save or Distribute,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,fdc06bb0-3eac-404b-a5af-b53b79415679,Compare Data,Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,CreateModifyAppendTables,Append Tables,Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,AccessSASStudioTasks,Access SAS Studio Tasks,Tools and Help,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,AllowHTMLResult,Allow HTML Result Format,Options,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ModifyOptionsEmail,Modify E-mail Options,Options,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,AnalyzeProgramForFlow,Analyze for Program Flow,Content,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,CreateModifyStoredProcess,Create or Modify SAS Stored Process,Content,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ModifyTaskCustomCode,Add or Modify Custom Code to SAS Tasks,Content,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,53303e6c-6f4d-459b-b6b5-bb30f34bd218,Nonlinear Regression,Regression,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,d3932e3a-4fee-43df-956c-a605ac9af3e7,Summary Tables,Describe,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,f7e9c560-ec4a-4767-923b-31614549e2c2,Summary Statistics,Describe,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,0decd3d8-9271-490b-8c47-7626f9ec2762,Create Format,Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,2ca35611-dbc3-423a-bd1e-799bd69c41c0,Principal Components,Multivariate,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,CreateModifyAdvanceQuery,Create or Modify Advanced Query,Content,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,SendToSystemViewer,Send SAS content to System Viewer,Save or Distribute,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,PrintData,Print Data and Results,Save or Distribute,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,NavigateStoredProcessServerFileSystem,Browse Stored Process Server File System,Tools and Help,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,f1613afe-aa29-47e7-9920-dc80941af440,Access System Options Viewer,Tools and Help,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ViewCapabilities,View Capabilities,Tools and Help,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,AllowExcelResult,Allow Excel Result Format,Options,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ModifyOptions,Modify All Options,Options,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,DebugDATASteps,Debug DATA Steps,Content,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,CreateModifySASProgram,Create or Modify SAS Program,Content,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,3c0d1cb1-78b7-48c2-accf-3a36b6490b20,Generalized Linear Models,Regression,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,1e926edb-b092-4445-8931-92e169d0b287,Tile Chart,Graph,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,3c33b31d-2db6-46ac-954b-f4d13dad5cd4,Surface Plot,Graph,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,9439748d-30d9-4b3d-bc4f-dcb925a0ac3f,Bar Chart,Graph,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,a3c8277e-fd1d-44e1-abe9-9db23f29ba69,Create Format from a Data Set,Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,e5610195-5311-4ac3-b302-da89ce225464,Upload Data Files to Server,Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,605cf2ff-f80b-4cfd-b97c-d1f380fad71e,Download Data Files to PC,Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,754a8023-d64d-4b89-be21-62a91e6ae8b8,Model Scoring,Data Mining,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,fd3738eb-fd1a-4a5b-ac24-515c7584b648,Forecast Studio Override Project,Time Series,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,b86a6ad7-1c07-4d18-85d6-e6b53461429e,Forecast Studio Open Project,Time Series,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,b497e329-911a-46fd-8daf-9d8f19cb51c9,ARIMA Modeling and Forecasting,Time Series,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,7692c179-1a38-496a-a312-1005634a7e4c,Basic Forecasting,Time Series,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,8bbf1546-bad9-4e7b-b651-7595d5a4a958,Pareto Chart,Pareto,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,a35652ca-0ddc-4ade-bfcd-1e347438ec5f,u Chart,Control Charts,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,a7c5ee16-9920-44d7-8a53-a6b2b6f2e757,Correlations,Multivariate,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ca4e7d68-4f64-4ec1-ae3a-7ff4c5711e97,Import Data,Open or Import,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,OpenSourceServerFiles,Open Files from SAS Server,Open or Import,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,OpenSourceServerOLAP,Open Cube from OLAP Server,Open or Import,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,AccessProjectMaintenance,Access Project Maintenance,Tools and Help,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,b244b87c-30f9-41cf-a990-05429d445d14,Access Catalog and Formats Explorer,Tools and Help,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,AllowPowerPointResult,Allow PowerPoint Result Format,Options,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ffd7e52f-3dd3-4961-a533-cbe319f565b8,One-Way ANOVA,ANOVA,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,f1924900-881f-4553-9b18-5867e05418eb,Show ODS Statistical Graph,Graph,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,b3089a95-0e2a-4e0a-8105-4e06ecee5915,Open ODS Graphics Designer,Graph,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,0199db3c-3cd8-4f56-b9fc-3e23047f2a36,Line Plot,Graph,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,2debfe1a-ccea-4769-b031-a8943a6c4826,Pie Chart,Graph,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,b09e34e8-c010-4db2-abba-04f5f1eddcf9,List Data,Describe,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,8f5b3d8e-9d0d-4833-967d-05fb95474019,Import JMP,Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,660ed464-dab4-48ad-a1d9-452148b2cffe,Copy Files,Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,63a6beb6-c531-4214-88f2-c078e8a4d93f,p Chart,Control Charts,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,da1f3d6b-b20c-40ae-9888-a690378ffcae,c Chart,Control Charts,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,a86884f6-6d89-40d1-8f39-9fa801b4c7a8,Factor Analysis,Multivariate,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,a062455d-134f-46f4-b1d9-0adafb776cb1,Discriminant Analysis,Multivariate,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,TrackProgramHistory,Track Program History,Save or Distribute,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ModifyOutputData,Modify Output Data Location in SAS Tasks,Save or Distribute,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ResetLogin,Reset Login,Options,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ModifyOptionsSecurity,Modify Security Options,Options,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,197ac995-8634-450c-a8cc-e0e7ce7a3a14,Logistic Regression,Regression,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,e5936a2e-f57a-46d8-91f9-3528ab0146ee,Linear Regression,Regression,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,30516520-5559-4cb8-b5cf-4ee8698178af,HP Linear Regression,Regression,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ec243de8-3164-4b0a-9824-b7e3452eaf7f,Map Chart,Graph,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ExtractDataFromVAReport,Extract Data from SAS Visual Analytics Reports,Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,94cdfba1-6a97-4318-b54e-7dd4c919de35,Stack Columns,Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,28f8ac65-3860-4183-afc1-6b4171af5a2b,Sort Data,Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,0771aa89-60ec-4444-a055-466acbc84383,Data Set Attributes,Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,cf763f1e-61d4-41d4-bcbb-3c1d8cd2827f,Rapid Predictive Modeler,Data Mining,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,bcbfc45d-1c59-468d-9aed-d251d45d3e5f,Regression Analysis with Autoregressive Errors,Time Series,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,af4938b3-3c09-4719-a8b6-438d992184a6,Mean and Standard Deviation Chart,Control Charts,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,6cecaf49-ab00-4024-b8b3-74ed57215963,Mean and Range Chart,Control Charts,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,09236185-d950-4c40-b4ba-7d08cf905646,P-P Plots,Capability,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,AllowPublishing,Publish To Distribution Channel,Save or Distribute,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ExportDataToServerFiles,Export Data to SAS Server,Save or Distribute,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,SaveProgramLocalComputer,Save Program to Local Computer,Save or Distribute,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,SendToOffice,Send SAS content to Microsoft Office,Save or Distribute,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,SaveSourceServerFiles,Save Files to SAS Server,Save or Distribute,Enterprise Guide 8
